WKT,ResourceID,PRN TYPE,External Cross Reference Source,External Cross Reference Number,External Cross Reference Notes,Heritage Asset Name,Name Type,Artefact/Ecofact Type,Material,ArtefactType PERIOD,Artefact/Ecofact Type PERIOD FROM,Artefact/Ecofact Type PERIOD TO,Description,Description Type,Easting,Northing,Inscription Content,Inscription Language,Inscription Note,Inscription Script,Translation,Compiler,Date of Compilation,Date of Last Update,Dimension Type,Dimension Measurment Unit,Dimension Value,Recovery Method,Storage Location,Storage Reference Number
POINT (-0.530711545646735 53.240454669643),5763323C-9D5A-497D-9A8E-209EF0BE3E32,,Lincoln Heritage Database Event No,1655,,"""Early Medieval Button, 33 Nettleham Road""",Primary,BUTTON,LEAD,Early Medieval,0410,1066,"""Lead alloy button of early medieval date""",Summary,498153,372499,,,,,,,,,,,,Chance find,The Collection,221.78
POINT (-0.496654498000183 53.2458913031584),58B60DE7-1C06-4C73-815D-73EF06A3E3FB,,Lincoln Heritage Database Event No,1657,,"""Iron Age Brooch, 6 Hawthorn Road""",Primary,BROOCH,METAL,Iron Age,-0800,0043,"""Late Iron Age or Roman bow brooch of Colchester type 111 (0-50 AD) minus pin and catchplate CHECK GRID REF""",Summary,500413,373151,,,,,,,,,,,,Chance find,The Collection,180.79
POINT (-0.536398561891824 53.231445096934),5931C10B-2D03-4E33-985A-4933C7ECBBDA,,Lincoln Heritage Database Event No,3094,,"""Roman Tombstone of Claudia Crysis, Lindum Rd""",Primary,TOMBSTONE,STONE,Roman,0043,0410,"""Tombstone of Claudia Crysis. The lower portion of the tombstone was found in the house of Alderman Colton.""",Summary,497794,371489,,,,,,,,,,,,Chance find,,
POINT (-0.536213385997659 53.2342386009112),5970ED35-0E05-4D0D-A7B9-1B0D582C5E90,,Lincoln Heritage Database Event No,7883,,"""Grave Slab, Lincoln Cathedral area""",Primary,TOMBSTONE,STONE,Uncertain,,,"""Portion of inscribed grave slab""",Summary,497800,371800,,,,,,,,,,,,Chance find,The Collection,
POINT (-0.539437411173588 53.2442836023396),59E65EE2-3017-4A69-A041-D0C9461BF11B,,Lincoln Heritage Database Event No,10643,,"""Neolithic Barbed and Tanged Arrowhead, 110 Yarborough Crescent""",Primary,BARBED AND TANGED ARROWHEAD,FLINT,Neolithic,-4000,-2200,"""Find of barbed and tanged flint arrowhead in the garden.""",Summary,497562,372913,,,,,,,,,,,,Chance find,,
POINT (-0.533906519977707 53.2311537721431),59EF2093-D8B0-4899-B609-179E5DAA97CD,,Lincoln Heritage Database Event No,1609,,"""Roman Crucible, Technical College extension""",Primary,CRUCIBLE,CERAMIC,Roman,0043,0410,"""RB material including crucible and lead caps""",Summary,497961,371460,,,,,,,,,,,,Chance find,The Collection,19.56
POINT (-0.534151207131478 53.234078415115),5A910101-73C2-4B01-BF3A-E0B8991F25BC,,Lincoln Heritage Database Event No,322,,"""Roman Pottery, Pottergate""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""A quantity of Roman pottery was recovered from this area. No further details are available""",Summary,497938,371785,,,,,,,,,,,,Chance find,The Collection,
POINT (-0.519983941148527 53.2269363669139),5AE3B2AD-CE7D-4C17-853F-591E00F39248,,Lincoln Heritage Database Event No,10674,,"""Roman Coin, Witham Bank""",Primary,COIN,BRONZE,Roman,0043,0410,"""Find of a Roman coin; a contemporary bronze forgery of Magnentius AD 350-353. Rev. two Victories holding shield. Found on river bank opposite Spa Road Power Station""",Summary,498900,371010,,,,,,,,,,,,Chance find,The Collection,19.74
POINT (-0.513657095406884 53.245250483451),5C85AD0A-DEDE-4B12-9054-ABD9C84E06D6,,Lincoln Heritage Database Event No,1670,,"""Iron Arrowhead, 49 Outer Circle Drive""",Primary,ARROWHEAD,IRON,Uncertain,,,"""Iron arrowhead""",Summary,499280,373056,,,,,,,,,,,,Chance find,The Collection,41.9
POINT (-0.540317013347572 53.2298840008103),5CC9B215-A20D-40DD-98B3-03BC9176291F,,Lincoln Heritage Database Event No,1459,,"""Medieval Pottery, 231 High Street""",Primary,SHERD,CERAMIC,Medieval,1066,1540,"""Three pieces of fine medieval bowl c.1450""",Summary,497536,371310,,,,,,,,,,,,Chance find,The Collection,9625.06
,5CC9B215-A20D-40DD-98B3-03BC9176291F,,,,,,Primary,BOWL,CERAMIC,Medieval,1066,1540,,Summary,,,,,,,,,,,,,,,,
POINT (-0.538435305057378 53.2371874957676),5D3CDA8A-FF58-419A-A3B7-9755E2663D44,,Lincoln Heritage Database Event No,1573,,"""Roman Samian Ware, 50 Bailgate. Lincoln Co-op building Newport Arch""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Fragment of Roman samian ware. Form 18/31""",Summary,497645,372125,,,,,,,,,,,,Chance find,The Collection,367.37
POINT (-0.543112306371541 53.2225646729023),5ECABA5A-DA9C-45DF-9FBE-BE39E7E5032E,,Lincoln Heritage Database Event No,605,,"""Roman Tombstone, 64 Monson Street (near)""",Primary,TOMBSTONE,STONE,Roman,0043,0410,"""A Roman tombstone was found near this point at a depth of 8 feet (2.44m). It is now in the British Museum. A further fragment was also found here before 1870 and may be part of the same piece""",Summary,497366,370492,,,,,,,,,,,,Chance find,,
,5ECABA5A-DA9C-45DF-9FBE-BE39E7E5032E,,British Museum,"18,661,208.50","http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=1333146&partId=1&searchText=1866,1208.5&page=1",,Primary,,,,,,,Summary,,,,,,,,,,,,,,,,
POINT (-0.538029249031837 53.2394299238605),60828B75-6519-4999-BCB3-AAE5DB45733F,,Lincoln Heritage Database Event No,1510,,"""Roman Bronze Handle, Williamson Street""",Primary,HANDLE,BRONZE,Roman,0043,0410,"""Two fragments of a small Roman bronze handle decorated with ring and dot, found on a building site""",Summary,497667,372375,,,,,,,,,,,,Chance find,The Collection,41.73
POINT (-0.538435305057378 53.2371874957676),60B39A6C-96D2-4F44-9705-82E39BBA07E0,,Lincoln Heritage Database Event No,1577,,"""Roman Samian Ware, 50 Bailgate. Lincoln Co-op building Newport Arch""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Fragment of Roman samian ware. Form 33. SATYRNINI.F (base)""",Summary,497645,372125,,,,,,,,,,,,Chance find,The Collection,371.37
POINT (-0.532798818824081 53.2420805319509),60E6047C-217B-4362-B5B0-48DFADB8FCDC,,Lincoln Heritage Database Event No,1601,,"""Roman Flagon, 43 Broadway""",Primary,FLAGON,CERAMIC,Roman,0043,0410,"""RB screw neck flagon. Grave group from cremation burial""",Summary,498010,372677,,,,,,,,,,,,Chance find,The Collection,16.53
POINT (-0.587338201704036 53.2000027400508),625B59D4-C4CF-478B-A052-8729FFC71250,,Lincoln Heritage Database Event No,1623,,"""Barbed and Tanged Arrowhead, 14 Clarke Road""",Primary,BARBED AND TANGED ARROWHEAD,FLINT,Neolithic,-4000,-2200,"""Large barbed and tanged arrowhead""",Summary,494463,367923,,,,,,,,,,,,Chance find,The Collection,48.6
POINT (-0.536925811047029 53.2309211808887),65764C90-B877-4607-B567-2DF7C8AFF66A,,Lincoln Heritage Database Event No,10659,,"""medieval inhumation burials, Danesgate/Grantham Street area""",Primary,HUMAN REMAINS,Bone,Medieval,1066,1540,"""Find of several inhumation burials disturbed in service trenches; one stone coffin, other graves lined with stone slabs, all lying roughly east-west. Probably medieval, from the cemetery of St Georges Church?""",Summary,497760,371430,,,,,,,,,,,,Chance find,,
,65764C90-B877-4607-B567-2DF7C8AFF66A,,,,,,Primary,COFFIN,STONE,Medieval,1066,1540,,Summary,,,,,,,,,,,,,,,,
POINT (-0.538435305057378 53.2371874957676),6595D5DF-353E-4C53-B001-8AF91D1EAAC0,,Lincoln Heritage Database Event No,1572,,"""Roman Samian Ware, 50 Bailgate. Lincoln Co-op building Newport Arch""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Fragment of Roman samian ware. Form 18""",Summary,497645,372125,,,,,,,,,,,,Chance find,The Collection,366.37
POINT (-0.538439663008286 53.2287013321646),682FD051-D594-44CE-99A4-64A5969F5236,,Lincoln Heritage Database Event No,1650,,"""Medieval Jug, Savoy Cinema site Saltergate""",Primary,JUG,CERAMIC,Medieval,1066,1540,"""Medieval Lincoln ware jug with scroll pattern and secondary handles""",Summary,497664,371181,,,,,,,,,,,,Chance find,The Collection,62.78
POINT (-0.538439663008286 53.2287013321646),685FF0C6-3748-42A6-B68C-1CD65188AB0D,,Lincoln Heritage Database Event No,1651,,"""Medieval Jug, Savoy Cinema site Saltergate""",Primary,JUG,CERAMIC,Medieval,1066,1540,"""Medieval Lincoln or Toynton ware jug with pellet decoration""",Summary,497664,371181,,,,,,,,,,,,Chance find,The Collection,63.78
POINT (-0.52955981755764 53.2447644822058),68CFECB6-FEA9-4741-832A-A176754EE7AD,,Lincoln Heritage Database Event No,10679,,"""Post Medieval Bottle Seal, 47 Longdales Road""",Primary,SEAL,,Post Medieval,1540,1901,"""Find of late 17th-century bottle seal, stamped with De Vere (?)  (Earls of Oxford), crest and coronet.""",Summary,498220,372980,,,,,,,,,,,,Chance find,The Collection,
POINT (-0.542576250219898 53.2321770339611),6A0A7185-FAA1-4C7E-99CD-FB1889BE1DD0,,Lincoln Heritage Database Event No,10623,,"""Medieval Limestone Corbel, 12 Beaumont Fee""",Primary,ARCHITECTURAL FRAGMENT,LIMESTONE,Medieval,1066,1540,"""Find of 12th-century limestone corbel on a rockery""",Summary,497380,371562,,,,,,,,,,,,Chance find,,
POINT (-0.536533571269403 53.2323187497119),6A9CB24F-A012-416F-B815-D686DAC6D5B5,,Lincoln Heritage Database Event No,10638,,"""Early medieval coin, Usher Art Gallery grounds""",Primary,COIN,METAL,Early Medieval,0410,1066,"""Find of coin of Harold Hardraade, Norwegian king, who was defeated at Stamford Bridge in September 1066 by Harold II. Exact location not recorded in Archaeological Notes""",Summary,497783,371586,,,,,,,,,,,,Chance find,The Collection,80.73
POINT (-0.573894972036278 53.2437209128574),6D96B1F2-9019-410B-AED1-3F93A4CF17B9,,Lincoln Heritage Database Event No,447,,"""Roman and Medieval pottery, Saxilby Road/Lincoln Bypass""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Roman to medieval pottery was found in a field. Evidently all had been brought to the surface through ploughing (outside City boundary)""",Summary,495264,372804,,,,,,,,,,,,Chance find,The Collection,
POINT (-0.544114521338872 53.2221633955495),6DA74537-8056-4511-979F-7297A506F5E2,,Lincoln Heritage Database Event No,566,,"""Roman Milestone, High Street""",Primary,MILESTONE,STONE,Roman,0043,0410,"""The upper portion of an inscribed milestone of Valerianus was found in the High Street not far from Sibthorp Street. It seems to have marked the first mile south on the road to Leicester. RIB 2240""",Summary,497300,370446,,,,,,,,,,,,Chance find,The Collection,26.1
POINT (-0.534465406446201 53.2318977956871),6DC7D191-4331-4E85-B9AE-791695CCB330,,Lincoln Heritage Database Event No,3211,,"""Roman Aqueduct fragment, Lindum Road""",Primary,WATER PIPE (ARCHITECTURAL),CERAMIC,Roman,0043,0410,"""Section of a Roman aqueduct found during the construction of Lindum Road near Greestone Stairs.""",Summary,497922,371542,,,,,,,,,,,,Chance find,,
POINT (-0.535797359440467 53.2288666753479),6FA48F73-7506-4753-BE2A-75CF0B811031,,Lincoln Heritage Database Event No,1606,,"""Roman and Medieval pottery, Telephone Exchange building Broadgate - St Rumbolds Street""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""RB and late Saxon (St Neots) pottery""",Summary,497840,371203,,,,,,,,,,,,Chance find,The Collection,22.55
POINT (-0.538435305057378 53.2371874957676),707B3D00-7EE2-4165-84DF-25721EDC5B1E,,Lincoln Heritage Database Event No,1571,,"""Roman Samian Ware, 50 Bailgate. Lincoln Co-op building Newport Arch""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Fragment of Roman samian ware. Form 18""",Summary,497645,372125,,,,,,,,,,,,Chance find,The Collection,365.37
POINT (-0.510408450620314 53.2326334009587),71177266-54B3-414F-892E-B808E6C08273,,Lincoln Heritage Database Event No,10667,,"""Iron Age Strap Union, Greetwell Villa""",Primary,STRAP FITTING,IRON,Iron Age,-0800,0043,"""Find of iron-age strap-union (part of chariot) recorded and drawn. Find now lost""",Summary,499526,371657,,,,,,,,,,,,Chance find,,
POINT (-0.513573230061857 53.2463731436602),711E1E3C-E7CE-461C-88A7-8EAE4D77B4AB,,Lincoln Heritage Database Event No,10672,,"""Roman Coin, 64 Outer Circle Road""",Primary,COIN,BRONZE,Roman,0043,0410,"""Find of a Roman coin; a bronze denarius of Severus AD 193-211, dated 198-200. RIC 122 c""",Summary,499283,373181,,,,,,,,,,,,Chance find,,
POINT (-0.534790694796792 53.2311466646226),716DBA1C-080A-48A4-837B-A6C1DA8BF521,,Lincoln Heritage Database Event No,1440,,"""Medieval Urn, School of Art""",Primary,RIM SHERD,CERAMIC,Medieval,1066,1540,"""Rim of medieval urn showing strip and thumb decoration""",Summary,497902,371458,,,,,,,,,,,,Chance find,The Collection,9599.06
,716DBA1C-080A-48A4-837B-A6C1DA8BF521,,,,,,Primary,URN,CERAMIC,Medieval,1066,1540,,Summary,,,,,,,,,,,,,,,,
POINT (-0.530806720290442 53.2359250651541),717A53C5-DFDD-4473-B818-C2A1A48A626A,,Lincoln Heritage Database Event No,10640,,"""Bronze Find, Langworthgate""",Primary,UNIDENTIFIED OBJECT,BRONZE,Medieval,1066,1540,"""Find of medieval/post-medieval bronze attachment. Exact location not recorded in Archaeological Notes""",Summary,498157,371995,,,,,,,,,,,,Chance find,The Collection,62.73
POINT (-0.539143928011188 53.2344183857588),7224B6E2-4100-4088-A599-8F59F82F8020,,Lincoln Heritage Database Event No,1615,,"""Roman Samian Ware, Castle Hill""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Base of samian vessel with graffiti FLAVINI""",Summary,497604,371816,,,,,,,,,,,,Chance find,The Collection,47.57
POINT (-0.541930995237009 53.2304431329089),73A447A4-914C-447F-A48D-1872A9700F1C,,Lincoln Heritage Database Event No,1634,,"""Roman Flagon, Site of St Martins Hall Beaumont Fee""",Primary,FLAGON,CERAMIC,Roman,0043,0410,"""Late 1st century RB cream ware flagon""",Summary,497427,371370,,,,,,,,,,,,Chance find,The Collection,50.63
POINT (-0.522495613703757 53.2379618767624),73EB0288-6245-4059-AED6-D59D11B58FA2,,Lincoln Heritage Database Event No,10676,,"""Medieval Seal Matrix, Wragby Road Allotments""",Primary,SEAL MATRIX,,Medieval,1066,1540,"""Find of a medieval personal seal matrix, c14th century. Inscription ECCE AGNVS DZ.""",Summary,498707,372233,,,,,,,,,,,,Chance find,The Collection,
POINT (-0.534790694796792 53.2311466646226),74367AB3-9604-41F7-B933-546631271347,,Lincoln Heritage Database Event No,1445,,"""Glazed Bowl, School of Art""",Primary,BOWL,CERAMIC,Uncertain,,,"""One handled yellow glazed shallow bowl - possibly apothecarys blood-letting pot""",Summary,497902,371458,,,,,,,,,,,,Chance find,The Collection,9605.06
POINT (-0.540238470544238 53.2295504222968),74D9E0BB-E900-485A-8F11-1A8C0307125B,,Lincoln Heritage Database Event No,1632,,"""Roman Samian Ware, High Street (site of Roman fountain)""",Primary,UNIDENTIFIED OBJECT,CERAMIC,Roman,0043,0410,"""Antler object, samian ware and a head""",Summary,497542,371273,,,,,,,,,,,,Chance find,The Collection,10.62
,74D9E0BB-E900-485A-8F11-1A8C0307125B,,,,,,Primary,SHERD,CERAMIC,Roman,0043,0410,,Summary,,,,,,,,,,,,,,,,
POINT (-0.534790694796792 53.2311466646226),7529FDB5-91F5-4E24-8E0D-BD6BF7364AD8,,Lincoln Heritage Database Event No,1457,,"""Pot Base, School of Art""",Primary,POT,CERAMIC,Uncertain,,,"""Pot bottom showing mark of glaze""",Summary,497902,371458,,,,,,,,,,,,Chance find,The Collection,9623.06
POINT (-0.534790694796792 53.2311466646226),758879F4-2C2B-4548-ABEE-CC5732AB0BAF,,Lincoln Heritage Database Event No,1433,,"""Roman Samian Ware Vessel, School of Art""",Primary,POT,CERAMIC,Roman,0043,0410,"""Samian ware vessel""",Summary,497902,371458,,,,,,,,,,,,Chance find,The Collection,9281.06
POINT (-0.543828786382721 53.2217553708429),761D8004-E246-4C20-A8F2-F2AD5BF9F81E,,Lincoln Heritage Database Event No,1486,,"""Fragmentary Roman Vessels, St Peter at Gowts Church""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Fragments of Roman vessels""",Summary,497320,370401,,,,,,,,,,,,Chance find,The Collection,391.08
POINT (-0.556969022551008 53.2100488627854),76DA45E5-9770-4019-A83E-22088701460D,,Lincoln Heritage Database Event No,569,,"""Roman Pottery and Medieval Buckle, St Helens cemetery, Boultham""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Roman and late medieval pottery and part of a medieval bronze buckle was found in the churchyard whilst digging graves. (Roman pot probably from nearby kiln site)""",Summary,496469,369081,,,,,,,,,,,,Chance find,The Collection,"66.78, 67.78"
,76DA45E5-9770-4019-A83E-22088701460D,,,,,,Primary,BUCKLE,BRONZE,Medieval,1066,1540,,Summary,,,,,,,,,,,,,,,,
POINT (-0.53837794881705 53.2349124155319),7726D4BB-0D50-4F24-BB5E-4D5B7AD66B78,,Lincoln Heritage Database Event No,1449,,"""Medieval Pitcher, 90 Bailgate""",Primary,PITCHER,CERAMIC,Medieval,1066,1540,"""Large medieval pitcher.""",Summary,497654,371872,,,,,,,,,,,,Chance find,The Collection,9613.06
POINT (-0.509807858429569 53.2309448255213),78821A6E-C29E-4EA0-8DE5-D52AF87516DD,,Lincoln Heritage Database Event No,1528,,"""Roman Plaster Pieces, Greetwell Villa""",Primary,WALL PLASTER,PLASTER,Roman,0043,0410,"""Roman plaster pieces""",Summary,499570,371470,,,,,,,,,,,,Chance find,The Collection,302.12
POINT (-0.53815609598385 53.2339478041107),788AF642-DD45-4028-B904-4E28C817D54C,,Lincoln Heritage Database Event No,1489,,"""Roman Samian Ware, Precentory garden""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Samian decorated with animals""",Summary,497671,371765,,,,,,,,,,,,Chance find,The Collection,53.11
POINT (-0.54109472473181 53.2255155668994),78906637-4202-4666-911B-D7ACBC3A8F11,,Lincoln Heritage Database Event No,1598,,"""Post Medieval Bronze Spur, 16 Tentercroft Street""",Primary,ROWEL SPUR,BRASS,Post Medieval,1540,1901,"""16-17th century decorated brass rowel spur""",Summary,497494,370823,,,,,,,,,,,,Chance find,The Collection,78.52
POINT (-0.540379357687577 53.2289318624742),798550E4-0203-4136-901D-407348E35BDE,,Lincoln Heritage Database Event No,1614,,"""Medieval Cooking Vessel, Saracens Head Hotel""",Primary,POT,CERAMIC,Medieval,1066,1540,"""14th century medieval cooking vessel found.""",Summary,497534,371204,,,,,,,,,,,,Chance find,The Collection,12.57
POINT (-0.538435305057378 53.2371874957676),79913D83-EB30-4293-8EF6-9F0FA6095B99,,Lincoln Heritage Database Event No,1585,,"""Roman Samian Ware, 50 Newport. Lincoln Co-op building Newport Arch""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Many fragments of Roman Samian ware. Form 31""",Summary,497645,372125,,,,,,,,,,,,Chance find,The Collection,381.37
POINT (-0.541400692235842 53.22841397623),7A5B4211-431F-4D14-B983-2BB0F336ACAA,,Lincoln Heritage Database Event No,1558,,"""Undated Pottery, Marks & Spencer (Present site of)""",Primary,SHERD,CERAMIC,Uncertain,,,"""Early glazed pottery""",Summary,497467,371145,,,,,,,,,,,,Chance find,The Collection,24.34
POINT (-0.544463171639044 53.2132049712261),7AF962F1-67D3-4C6E-BA48-1F85C6B3916C,,Lincoln Heritage Database Event No,9589,,"""Medieval Grave Cover, Hospital of the Holy Innocents, Malandry Closes""",Primary,TOMBSTONE,STONE,Medieval,1066,1540,"""Report and drawing of a 14th-century grave cover commemorating Jueyt or Yvette de Rauceby. Now in the church of St Denis, Sleaford""",Summary,497297,369449,,,,,,,,,,,,Chance find,,
POINT (-0.520159708402419 53.2487744104807),7AFACA02-A53E-4AE5-A21F-FCAD52010FCF,,Lincoln Heritage Database Event No,1599,,"""Late Saxon Bronze Pin, 228 Nettleham Road""",Primary,PIN,BRONZE,Early Medieval,0410,1066,"""Late Saxon Irish type bronze ring-headed pin""",Summary,498838,373439,,,,,,,,,,,,Chance find,The Collection,88.52
POINT (-0.509807858429569 53.2309448255213),7B0BEF50-4CE6-43EF-A70F-1DBDA7EE0ED8,,Lincoln Heritage Database Event No,1533,,"""Roman Plaster Pieces, Greetwell Villa""",Primary,WALL PLASTER,PLASTER,Roman,0043,0410,"""Roman plaster pieces""",Summary,499570,371470,,,,,,,,,,,,Chance find,The Collection,307.12
POINT (-0.534790694796792 53.2311466646226),7BC00153-AA59-44F7-A607-D38C84DD6807,,Lincoln Heritage Database Event No,1490,,"""Roman Samian Ware, Technical School""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Samian decorated with human and floral design""",Summary,497902,371458,,,,,,,,,,,,Chance find,The Collection,54.11
POINT (-0.534790694796792 53.2311466646226),7BC415F6-65CC-4C4E-B1A1-226C850C5615,,Lincoln Heritage Database Event No,1553,,"""Roman Architectural Fragments, School of Art and Science""",Primary,ARCHITECTURAL FRAGMENT,STONE,Roman,0043,0410,"""Roman sculptured stone, interpreted as a pilaster, perhaps one of a pair. Found while digging the foundations of the new School of Art and Science.""",Summary,497902,371458,,,,,,,,,,,,Chance find,The Collection,207.31
POINT (-0.54709094483454 53.2143247842282),7C321C86-072E-41E8-A32E-BBF054AC8D7E,,Lincoln Heritage Database Event No,10820,,"""Architectural Fragment, 15 St Catherines""",Primary,ARCHITECTURAL FRAGMENT,STONE,Medieval,1066,1540,"""A piece of architectural stone was found while rebuilding a wall. It was probably part of a frieze and is dated to the 12th century, almost certainly from St Catherines Priory (pers comm Glyn Coppack). The piece is to be kept at the Priory Centre, Colegrave Street. (Information from Kathy Holland 10/03/2009)""",Summary,497119,369570,,,,,,,,,,,,Chance find,Priory Centre,
POINT (-0.534377822078758 53.2309528062539),7C57EE68-708A-4E04-B36D-8C7BF69A71FC,,Lincoln Heritage Database Event No,1447,,"""Pedestal, Site of Baptist Chapel Monks Road""",Primary,ARCHITECTURAL FRAGMENT,STONE,Uncertain,,,"""Pedestal found""",Summary,497930,371437,,,,,,,,,,,,Chance find,The Collection,9608.06
POINT (-0.52572346330414 53.2434495627344),7D42612C-E78C-464D-B8A7-9BDC55FCF78B,,Lincoln Heritage Database Event No,10624,,"""Medieval Silver Penny, 18 Dryden Avenue""",Primary,COIN,SILVER,Medieval,1066,1540,"""Find of silver penny of Edward III, London Mint, found in the garden""",Summary,498479,372839,,,,,,,,,,,,Chance find,,
POINT (-0.538435305057378 53.2371874957676),7E9CCA6C-9457-497F-824B-8AE6C37BC95A,,Lincoln Heritage Database Event No,1581,,"""Roman Samian Ware, Roman Samian Ware, 50 Bailgate. Lincoln Co-op building Newport Arch""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Fragment of Roman samian ware. Form 37""",Summary,497645,372125,,,,,,,,,,,,Chance find,The Collection,377.37
POINT (-0.539929496153866 53.2293848244575),7EFFB2B6-54EE-494B-8D95-A8781ACDE93A,,Lincoln Heritage Database Event No,1628,,"""Antler Pick, 4 Silver Street""",Primary,PICK,ANTLER,Prehistoric,-1000000,0043,"""Antler wedge or pick""",Summary,497563,371255,,,,,,,,,,,,Chance find,The Collection,21.61
POINT (-0.509807858429569 53.2309448255213),7F8DFEC3-4A10-47C7-8F41-2D0EA611567E,,Lincoln Heritage Database Event No,1438,,"""Roman pavement, Site of Greetwell Villa""",Primary,MOSAIC,STONE,Roman,0043,0410,"""Roman pavement""",Summary,499570,371470,,,,,,,,,,,,Chance find,The Collection,9595.06
POINT (-0.538902234140592 53.2322758902167),7FEF0E88-D342-41ED-95C8-055986304422,,Lincoln Heritage Database Event No,1656,,"""Post Medieval pottery and Clay Pipes, Jews Court garden""",Primary,SHERD,CERAMIC,Post Medieval,1540,1901,"""Post-med pottery and clay pipe stems""",Summary,497625,371578,,,,,,,,,,,,Chance find,The Collection,72.79
,7FEF0E88-D342-41ED-95C8-055986304422,,,,,,Primary,CLAY PIPE (SMOKING),CERAMIC,Post Medieval,1540,1901,,Summary,,,,,,,,,,,,,,,,
POINT (-0.540802304651245 53.2275076880894),8062E9F8-5DEA-4D5E-B362-ADF6D34A5966,,Lincoln Heritage Database Event No,602,,"""Medieval Architectural Fragments, Cornhill""",Primary,ARCHITECTURAL FRAGMENT,STONE,Medieval,1066,1540,"""A stone capital was found just below ground surface in the Cornhill (exact location unknown) during paving operations. Harold Taylor dated it to c.1125. M J Jones thought it to be originally from St John the Evangelist in Wigford""",Summary,497509,371045,,,,,,,,,,,,Chance find,The Collection,
POINT (-0.534790694796792 53.2311466646226),808B0E89-DBED-4649-859D-A683D5132C71,,Lincoln Heritage Database Event No,1648,,"""Roman Pottery, Technical College""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Roman pottery""",Summary,497902,371458,,,,,,,,,,,,Chance find,The Collection,51.78
POINT (-0.547569365481382 53.2302872294239),80907766-A484-4B7D-B68D-285D1234B29D,,Lincoln Heritage Database Event No,1524,,"""Roman Flask, Viking House Brayford Wharf North""",Primary,FLASK,CERAMIC,Roman,0043,0410,"""Complete Roman flask (Gillam type 36) c.90-160 AD""",Summary,497051,371345,,,,,,,,,,,,Chance find,The Collection,16.77
POINT (-0.538435305057378 53.2371874957676),82684AB4-D17E-41B3-A23E-619413B3414D,,Lincoln Heritage Database Event No,1583,,"""Roman Samian Ware, 50 Newport. Lincoln Co-op building Newport Arch""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Two fragments of Roman Samian ware. Form 45""",Summary,497645,372125,,,,,,,,,,,,Chance find,The Collection,379.37
POINT (-0.544754541533643 53.2267019911379),83BFD79F-ED83-4720-8C61-F903FA5814F5,,Lincoln Heritage Database Event No,1476,,"""Medieval Pottery, Great Central dock""",Primary,SHERD,CERAMIC,Medieval,1066,1540,"""Quantity of medieval pottery fragments""",Summary,497247,370950,,,,,,,,,,,,Chance find,The Collection,207.07
POINT (-0.535271308630818 53.2398904982677),83E2F052-4B9E-44E1-B1C3-F79D33355765,,Lincoln Heritage Database Event No,1647,,"""Roman Bronze Brooch, Newport cemetery""",Primary,BROOCH,BRONZE,Roman,0043,0410,"""1st century bronze penannular brooch of Hod Hill type C""",Summary,497850,372430,,,,,,,,,,,,Chance find,The Collection,41.78
POINT (-0.553682681827483 53.2004709959267),8405E1E1-5500-49D4-8D0B-3A9FC119AF84,,Lincoln Heritage Database Event No,5875,,"""Roman Coin, Brant Road""",Primary,COIN,METAL,Roman,0043,0410,"""Find of Roman coin, a dupondius of Claudius, imitation of BMC No 136,  AD41-54""",Summary,496710,368020,,,,,,,,,,,,Chance find,,
POINT (-0.533955083908146 53.2354334387011),87B104A2-59AB-4F61-A451-A7B2861416C3,,Lincoln Heritage Database Event No,1545,,"""Roman Bronze Fragment, 18 Eastgate cemetery""",Primary,MOUNT,BRONZE,Roman,0043,0410,"""Roman bronze mount fragment""",Summary,497948,371936,,,,,,,,,,,,Chance find,The Collection,2.15
POINT (-0.552635129128349 53.2004582766254),87D47E0D-0AFB-43AA-9851-77A9823E893F,,Lincoln Heritage Database Event No,8250,,"""Roman Coin, Holly Street""",Primary,COIN,METAL,Roman,0043,0410,"""Find of Roman coin; sertertius of Antoninus Pius, AD 138-161, RIC No 857 or 961""",Summary,496780,368020,,,,,,,,,,,,Chance find,The Collection,48.71
POINT (-0.509807858429569 53.2309448255213),89AE8F20-1CE6-40B4-985E-A8F913B8CE31,,Lincoln Heritage Database Event No,1474,,"""Bronze Screw Foot, Greetwell Villa""",Primary,SCREW,BRONZE,Roman,0043,0410,"""Bronze screw foot""",Summary,499570,371470,,,,,,,,,,,,Chance find,The Collection,26.07
