ResourceID,PRN Type,Protection Type,Heritage Asset Name,Description 1,Description Type 1,Description 2,Description Type 2,Entry Type,External Information System,External Information System PRN,Area Type,Evidence,Designation or Protection Type,Grade,Compiler (Organisation),Compiler (Person),Date of Compilation,Date of Last Update,GIS File,GIS REFERENCE FIELD,GIS REFERENCE,wkt
56a24f75-a12c-461e-bc67-28412fe5cd42,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.54683 53.21515,-0.54597 53.21516,-0.54589 53.21516,-0.54574 53.21516,-0.54563 53.21516,-0.54538 53.21517,-0.54507 53.21519,-0.54499 53.2148,-0.5452 53.2145,-0.54538 53.2142,-0.54561 53.21386,-0.54584 53.21352,-0.54624 53.21308,-0.54653 53.21272,-0.54673 53.21247,-0.54717 53.21185,-0.54748 53.21133,-0.54783 53.21076,-0.54809 53.21032,-0.5485 53.20968,-0.54852 53.20965,-0.54857 53.20957,-0.5487 53.20937,-0.54883 53.20915,-0.54903 53.20879,-0.54925 53.20842,-0.54935 53.20826,-0.54951 53.20799,-0.54973 53.20764,-0.55001 53.20714,-0.55033 53.20648,-0.55054 53.20592,-0.5507 53.20559,-0.55084 53.20511,-0.55104 53.20456,-0.55114 53.20416,-0.55116 53.20363,-0.55125 53.20312,-0.55126 53.20274,-0.55126 53.20272,-0.55127 53.20266,-0.55138 53.20233,-0.55148 53.20207,-0.55158 53.20198,-0.55213 53.20175,-0.55268 53.20167,-0.55297 53.20168,-0.55371 53.20169,-0.55411 53.20173,-0.55387 53.20235,-0.55378 53.20259,-0.55354 53.20325,-0.55305 53.20454,-0.55298 53.20469,-0.55273 53.20537,-0.55252 53.2059,-0.55249 53.20596,-0.55199 53.20633,-0.5517 53.20654,-0.55113 53.20713,-0.55093 53.20732,-0.55062 53.20774,-0.55042 53.20801,-0.55021 53.20831,-0.55003 53.20859,-0.5494 53.20967,-0.54923 53.20993,-0.54912 53.21011,-0.54888 53.21044,-0.54864 53.21079,-0.54821 53.21142,-0.54783 53.21213,-0.54757 53.21262,-0.54739 53.21295,-0.54714 53.21379,-0.54711 53.21398,-0.54707 53.21416,-0.54705 53.21422,-0.54702 53.21433,-0.54697 53.21447,-0.54691 53.21469,-0.5469 53.21475,-0.54688 53.21489,-0.54687 53.21492,-0.54686 53.21495,-0.54683 53.21515)))"
56a24f75-a12c-461e-bc67-28412fe5cd42,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.5237 53.24502,-0.52453 53.24429,-0.52599 53.2431,-0.52779 53.24174,-0.53058 53.23915,-0.53136 53.23948,-0.53191 53.23972,-0.53164 53.23997,-0.53101 53.24051,-0.53044 53.24102,-0.52847 53.24279,-0.52752 53.24365,-0.52627 53.24474,-0.52491 53.24581,-0.5214 53.24879,-0.52115 53.2491,-0.52102 53.24928,-0.52086 53.24947,-0.52083 53.2496,-0.52081 53.24969,-0.52065 53.25035,-0.52054 53.25082,-0.52054 53.25124,-0.52054 53.25145,-0.52055 53.25162,-0.52065 53.25195,-0.5207 53.25206,-0.52074 53.25217,-0.52077 53.25223,-0.52081 53.2523,-0.52086 53.25242,-0.52109 53.25289,-0.52068 53.25298,-0.51994 53.25314,-0.51987 53.253,-0.51977 53.25283,-0.5197 53.25271,-0.51956 53.2525,-0.51943 53.2523,-0.51941 53.25224,-0.51935 53.25209,-0.51922 53.25183,-0.51919 53.25172,-0.5191 53.25134,-0.5191 53.25118,-0.51911 53.25089,-0.51915 53.25068,-0.51921 53.25057,-0.51925 53.25045,-0.51497 53.25397,-0.51479 53.25398,-0.51433 53.25395,-0.5143 53.25382,-0.51401 53.25373,-0.51369 53.25357,-0.52186 53.24658,-0.5237 53.24502)))"
56a24f75-a12c-461e-bc67-28412fe5cd42,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.55653 53.20463,-0.55693 53.20229,-0.55697 53.20203,-0.55765 53.20198,-0.55815 53.20184,-0.55876 53.20172,-0.55887 53.2017,-0.55916 53.20166,-0.5598 53.20154,-0.56084 53.20137,-0.56241 53.20111,-0.56316 53.20097,-0.56393 53.20085,-0.56478 53.20068,-0.56555 53.2005,-0.56603 53.20038,-0.56675 53.20015,-0.56722 53.2,-0.56764 53.19986,-0.56946 53.19911,-0.57106 53.19844,-0.57232 53.19794,-0.57413 53.19719,-0.57456 53.19698,-0.57604 53.19641,-0.5768 53.1961,-0.57737 53.19587,-0.57792 53.19566,-0.57829 53.19585,-0.57783 53.19604,-0.57811 53.1962,-0.57699 53.19669,-0.57672 53.19681,-0.57668 53.19683,-0.57663 53.19685,-0.57609 53.19708,-0.57526 53.19744,-0.57365 53.19814,-0.57214 53.19879,-0.57119 53.1992,-0.5711 53.19924,-0.57101 53.19928,-0.56927 53.20004,-0.56855 53.20033,-0.56761 53.20068,-0.56627 53.20109,-0.56573 53.20125,-0.56453 53.20161,-0.56388 53.20182,-0.56368 53.20189,-0.56315 53.20206,-0.56259 53.20224,-0.56207 53.20237,-0.56184833333356 53.2024283333333,-0.56109 53.20262,-0.56078 53.2027,-0.56065 53.20273,-0.56037 53.2028,-0.55997 53.2029,-0.55969 53.20298,-0.55823 53.20374,-0.55746 53.20415,-0.55687 53.20446,-0.55669 53.20455,-0.55653 53.20463)),((-0.56184833333356 53.2024283333333,-0.562 53.20239,-0.5615 53.20252,-0.56184833333356 53.2024283333333)))"
56a24f75-a12c-461e-bc67-28412fe5cd42,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.53904 53.25453,-0.53863 53.25456,-0.53862 53.25449,-0.53784 53.25447,-0.53727 53.24484,-0.53842 53.24486,-0.53904 53.25453)))"
56a24f75-a12c-461e-bc67-28412fe5cd42,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.54213 53.21565,-0.543 53.21548,-0.54343 53.2154,-0.54421 53.21525,-0.54507 53.21519,-0.54538 53.21517,-0.54683 53.21515,-0.54672 53.21547,-0.54662 53.21585,-0.54657 53.21606,-0.54654 53.21632,-0.54635 53.21753,-0.54632 53.21787,-0.54624 53.21825,-0.54593 53.21909,-0.54536 53.22083,-0.54436 53.22322,-0.54348 53.22516,-0.54177 53.22784,-0.54115 53.22939,-0.54065 53.22933,-0.54003 53.22925,-0.5398 53.22922,-0.5401 53.22846,-0.54037 53.22764,-0.54107 53.2265,-0.54198 53.22495,-0.54251 53.22395,-0.54285 53.22228,-0.54296 53.22131,-0.54296 53.22,-0.543 53.21875,-0.54297 53.21781,-0.5427 53.21721,-0.54221 53.2163,-0.54182 53.21571,-0.54213 53.21565)))"
56a24f75-a12c-461e-bc67-28412fe5cd42,,,,,,,,,,,,,,,,,,,,,,"GEOMETRYCOLLECTION(POLYGON((-0.53582 53.2309,-0.53514 53.23091,-0.53465 53.23091,-0.53403 53.23089,-0.53391 53.23089,-0.53358 53.23088,-0.53336 53.23087,-0.53277 53.23086,-0.5325 53.23086,-0.53225 53.23086,-0.53183 53.23085,-0.53173 53.23085,-0.53151 53.23084,-0.53111 53.23084,-0.53102 53.23084,-0.53069 53.23083,-0.5306 53.23083,-0.53048 53.23083,-0.5303 53.23083,-0.52976 53.23081,-0.52923 53.2308,-0.52878 53.23079,-0.52872 53.23078,-0.52863 53.23078,-0.52864 53.23053,-0.52929 53.23054,-0.53021 53.23054,-0.53106 53.23055,-0.53205 53.2306,-0.53334 53.23064,-0.53397 53.23067,-0.53427 53.23067,-0.53475 53.23067,-0.53531 53.23067,-0.53559 53.23066,-0.53586 53.23065,-0.53584 53.23079,-0.53582 53.2309)),LINESTRING(-0.53069 53.23083,-0.53088 53.23083))"
56a24f75-a12c-461e-bc67-28412fe5cd42,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.52953 53.23691,-0.52831 53.23724,-0.52711 53.23757,-0.5265 53.23775,-0.52615 53.23786,-0.52549 53.23806,-0.52381 53.23866,-0.5227 53.23906,-0.52035 53.23983,-0.51922 53.2402,-0.49641 53.24768,-0.49592 53.24671,-0.51893 53.23957,-0.51973 53.23931,-0.52122 53.23884,-0.52215 53.23856,-0.52409 53.23786,-0.52503 53.23755,-0.52642 53.23714,-0.52802 53.23668,-0.52925 53.23629,-0.52941 53.23661,-0.52953 53.23691)))"
56a24f75-a12c-461e-bc67-28412fe5cd42,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.5475 53.23199,-0.54643 53.23176,-0.54557 53.23157,-0.5449 53.23143,-0.54423 53.23128,-0.54382 53.23119,-0.54372 53.23117,-0.5438 53.23093,-0.54415 53.23101,-0.54444 53.23108,-0.54464 53.23112,-0.54474 53.23114,-0.54495 53.23118,-0.5453 53.23125,-0.54574 53.23134,-0.54648 53.2315,-0.54687 53.23158,-0.54725 53.23167,-0.54743 53.2317,-0.54765 53.23175,-0.54761 53.23182,-0.54756 53.23189,-0.54753 53.23195,-0.5475 53.23199)))"
56a24f75-a12c-461e-bc67-28412fe5cd42,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.52924 53.23536,-0.5281 53.23535,-0.5268 53.23532,-0.52585 53.23529,-0.52457 53.23526,-0.52407 53.23524,-0.52366 53.23523,-0.52221 53.23514,-0.5213 53.23509,-0.52004 53.23501,-0.51953 53.23497,-0.51868 53.23492,-0.51854 53.23491,-0.51842 53.2349,-0.51825 53.2349,-0.51828 53.23464,-0.5183 53.23452,-0.51946 53.23462,-0.52136 53.23478,-0.52322 53.23489,-0.52492 53.23497,-0.52607 53.23498,-0.52658 53.23499,-0.52771 53.23502,-0.52884 53.23504,-0.52925 53.23505,-0.52924 53.23536)))"
56a24f75-a12c-461e-bc67-28412fe5cd42,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.54208 53.23581,-0.53976 53.23562,-0.53978 53.23554,-0.5398 53.23545,-0.54211 53.23563,-0.54208 53.23581)))"
56a24f75-a12c-461e-bc67-28412fe5cd42,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.54813 53.23277,-0.54844 53.23286,-0.54883 53.23297,-0.54912 53.23307,-0.54949 53.23321,-0.54997 53.23337,-0.55044 53.23355,-0.55097 53.23375,-0.55106 53.23379,-0.55117 53.23383,-0.55135 53.2339,-0.55181 53.23409,-0.55282 53.23449,-0.5533 53.23469,-0.55348 53.23476,-0.55424 53.23505,-0.55481 53.23527,-0.55496 53.23533,-0.55526 53.23544,-0.55552 53.23554,-0.55559 53.23557,-0.55572 53.23561,-0.55577 53.23563,-0.55585 53.23566,-0.55596 53.2357,-0.55603 53.23573,-0.5558 53.23579,-0.5555 53.23588,-0.55497 53.23568,-0.55459 53.23553,-0.55404 53.23533,-0.55397 53.23531,-0.55351 53.23514,-0.55308 53.23498,-0.55236 53.23472,-0.55208 53.2346,-0.55168 53.23444,-0.55125 53.23427,-0.55094 53.23414,-0.55061 53.234,-0.55034 53.23389,-0.54974 53.23365,-0.5497 53.23364,-0.54968 53.23363,-0.5494 53.23353,-0.54936 53.23352,-0.54932 53.23351,-0.54857 53.23326,-0.54843 53.23321,-0.54826 53.23316,-0.54817 53.23314,-0.54777 53.23303,-0.54747 53.23295,-0.54704 53.23284,-0.54682 53.23279,-0.54658 53.23272,-0.54644 53.23269,-0.54637 53.23267,-0.54617 53.23262,-0.54561 53.23249,-0.5454 53.23245,-0.54498 53.23238,-0.5447 53.23233,-0.54446 53.23229,-0.54434 53.23227,-0.54402 53.23221,-0.54394 53.23219,-0.54383 53.23217,-0.54375 53.23216,-0.54359 53.23214,-0.54341 53.23211,-0.54346 53.23194,-0.54352 53.23177,-0.54422 53.23189,-0.54479 53.23199,-0.54528 53.23208,-0.54545 53.23211,-0.54563 53.23215,-0.54574 53.23217,-0.54611 53.23225,-0.54654 53.23234,-0.54684 53.23242,-0.54712 53.23249,-0.54722 53.23252,-0.54826 53.23281,-0.54813 53.23277)))"
56a24f75-a12c-461e-bc67-28412fe5cd42,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.55127 53.25268,-0.55057 53.25279,-0.55024 53.25285,-0.54477 53.24237,-0.5433 53.23955,-0.54449 53.23925,-0.54451 53.23961,-0.54452 53.23978,-0.54452 53.23992,-0.54453 53.24005,-0.54495 53.24083,-0.55104 53.25228,-0.55127 53.25268)))"
56a24f75-a12c-461e-bc67-28412fe5cd42,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.54182 53.21571,-0.5415 53.21418,-0.54113 53.21269,-0.54095 53.21207,-0.54075 53.21134,-0.54055 53.21049,-0.54047 53.20988,-0.54034 53.20927,-0.54017 53.20846,-0.54006 53.20804,-0.5398 53.20759,-0.53971 53.20736,-0.53973 53.20679,-0.53978 53.20667,-0.53977 53.2063,-0.53981 53.20601,-0.5398 53.20591,-0.53974 53.20574,-0.53969 53.20553,-0.53963 53.20534,-0.53958 53.20517,-0.5395 53.20491,-0.5395 53.20481,-0.53947 53.20471,-0.53943 53.20455,-0.53938 53.20438,-0.53942 53.20431,-0.53953 53.20432,-0.53966 53.20425,-0.53957 53.20394,-0.54022 53.20379,-0.54039 53.20376,-0.54066 53.20371,-0.54083 53.20367,-0.54099 53.20368,-0.54135 53.20373,-0.54164 53.20376,-0.54197 53.20381,-0.54231 53.20385,-0.5426 53.20388,-0.54299 53.20393,-0.54302 53.20478,-0.5431 53.20554,-0.54317 53.20599,-0.54318 53.20611,-0.54318 53.20632,-0.54319 53.20638,-0.5432 53.20647,-0.54321 53.20652,-0.54323 53.20665,-0.54323 53.20669,-0.54342 53.20755,-0.54348 53.20796,-0.5436 53.20844,-0.54366 53.2087,-0.54378 53.2091,-0.54386 53.20938,-0.54397 53.20973,-0.54412 53.2102,-0.54424 53.21049,-0.54428 53.21067,-0.54431 53.21083,-0.54435 53.21095,-0.54438 53.21108,-0.5444 53.21122,-0.54444 53.21139,-0.5445 53.21166,-0.54452 53.21196,-0.54454 53.21224,-0.544603529411764 53.2128276470588,-0.54466 53.21327,-0.54483 53.2139,-0.54492 53.21443,-0.54496 53.21466,-0.54499 53.21484,-0.54502 53.21493,-0.54503 53.21502,-0.54507 53.21519,-0.54421 53.21525,-0.54182 53.21571),(-0.544603529411764 53.2128276470588,-0.5446 53.2128,-0.54462 53.21298,-0.544603529411764 53.2128276470588)))"
56a8d21e-e0bb-45a7-91f4-0b70c3192a29,LTA CHARACTER AREA,,Campus Village Character Area,"‰Û¡ÌÝÌThe Campus Village Character Area is entirely occupied by purpose-built residential accommodation and associated facilities for students of the University of Lincoln. There is strong unity in the townscape of post-modern style blocks of flats with small courtyards in between with repeated use of the same materials throughout the area. There is also a link with the rest of the university campus in terms of architectural style and materials. There are strong pedestrian links to the rest of the university campus and a good visual link across the Fossdyke to the rest of the city centre. The Fossdyke to the north, railway to the south and pedestrian-only access to the west act as strong boundaries to the area. The strong boundaries and use of the area combined with inward looking buildings give a sense of separateness and comparative isolation from the nearby city centre.‰Û¡ÌÝå",Summary,,,,Lincoln Townscape Assessment,LTA 78,Character Area,,,,,,,,LTA Character Areas.shp,Reference_,55,
56a8d21e-e0bb-45a7-91f4-0b70c3192a29,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.55073 53.22876,-0.55079 53.22877,-0.55108 53.22887,-0.55129 53.22893,-0.5515 53.22899,-0.55161 53.22902,-0.55165 53.22903,-0.55182 53.22908,-0.55186 53.22909,-0.55191 53.2291,-0.55214 53.22917,-0.55227 53.2292,-0.5523 53.22921,-0.55249 53.22926,-0.55282 53.22935,-0.55305 53.22942,-0.55333 53.22949,-0.55347 53.22953,-0.55356 53.22956,-0.55367 53.22959,-0.55386 53.22964,-0.55389 53.22965,-0.55439 53.22979,-0.55516 53.23,-0.55548 53.23008,-0.55557 53.2301,-0.55569 53.23013,-0.55575 53.23015,-0.55611 53.23023,-0.55642 53.23029,-0.55636 53.2304,-0.5563 53.23054,-0.55631 53.23054,-0.55627 53.23063,-0.55613 53.23092,-0.55609 53.23101,-0.55536 53.23089,-0.55461 53.23078,-0.554 53.23068,-0.55361 53.23064,-0.55298 53.23059,-0.55236 53.23055,-0.55177 53.23053,-0.5514 53.23053,-0.55115 53.23048,-0.55046 53.23037,-0.55015 53.23031,-0.54941 53.23017,-0.54934 53.23012,-0.5493 53.23011,-0.54959 53.22997,-0.5499 53.2298,-0.55001 53.22969,-0.55041 53.22929,-0.55063 53.22897,-0.55073 53.22876)))"
56cbfe59-4be1-4b63-88f5-88e71b8d49b5,LTA CHARACTER AREA,,Birchwood Fringe Character Area,"‰Û¡ÌÝÌBirchwood Fringe Character Area is a large residential area mostly built within a short space of time between 1970 and 2000. The majority of the area lies between the Skellingthorpe and Doddington Roads, and forms part of the larger suburb of Birchwood located 3.5km south west of the centre of Lincoln. The character of the area is strongly influenced by natural and semi-natural features including a number of flooded gravel pits, wooded areas, and a prevalence of dispersed mature trees throughout.Influences of the area‰Û¡ÌÝå»s rural past are frequently found in the townscape, such has the line of former field boundaries associated with the enclosure of land subsequent to the Agricultural Revolution in the 18th century, and Stone‰Û¡ÌÝå»s Place nursing home which was the house of a large early 19th century farm complex possibly associated with the mid 19th century Hartsholme Estate. Eastern parts of Birchwood Fringe Character Area are strongly influenced by surviving woodland associated with the estate and later plantations, which is now a designated Country Park. The Character Area also borders and contains remains of the 18/19th century woodland plantations, and areas of former gravel extraction, which are now a series of lakes and ponds.The form and style of modern residential properties varies throughout the Character Area, but are generally coherent within development units, which often have a particular broad style, and contain common townscape characteristics. However, individual houses within development units are often distinguished from neighbouring properties by differing one or more building attributes. Variation within development units is more to do with form on earlier housing dating to the 1970‰Û¡ÌÝå»s, than on more recent houses, which appear more individual as a result of their varying decorative features.Although there is considerable variation between development units, the townscape has many common elements. The Character Area is divided into large irregular urban blocks, which frequently extend along impermeable boundaries. Development units are accessed by long branches of sinuous cul-de-sacs and closes, which generally inhibit access to adjacent development units and the wider area. Buildings are almost entirely 2 storey-detached houses or bungalows with gabled roofs with ridgelines mainly orientated parallel to the street. Houses are brick built and often incorporate other small to medium scale materials including cladding and tile. Properties are set back 5-10m from the footway, and are located in the centre of their plots facing the road. Public/private boundaries are generally poorly defined or non-existent, with lawned areas and private paved or tarmac driveways running up to the footpath. Building frontages have high solid to void ratios and generally appear active with regular uPVC casement windows and doorways on the front faÌÎå_ade. Properties are built around a curvilinear/sinuous network of roads and are frequently arranged in small cul-de-sacs and closes. Overall building density is medium to high giving a good sense of enclosure for a suburb, which is heightened by frequent trees and the view of treetops above rooflines. Building lines are often stepped, and broadly follow the line of roads. However, on earlier properties building lines appear more continuous compared to more recent properties, which tend to be arranged in more fragmented and stepped building lines. Variations in building line and the angle by which building frontages address the street emphasises the aspect of individual properties and increases the privacy of individual houses.There are clear variations between earlier 1970‰Û¡ÌÝå»s housing, found mainly in the north of the Character Area, and more recent housing dating from the 1980‰Û¡ÌÝå»s onwards. The character of individual developments form a broad chronology, illustrating changing approaches towards the construction of residential estates during the Modern period, in particular with regard to the privacy and individuality of properties, and the integration of the car and garage into residential housing design. Windows on earlier properties are horizontal, and become increasingly vertical on more modern houses. Properties dating to the 1970‰Û¡ÌÝå»s are generally plainer, but show greater variety in form and scale within development units than more recent properties, which are made individual through decorative variations on their front faÌÎå_ades. Earlier properties tend to have their longer axes orientated parallel to the carriageway in comparison to more recent properties, which tend to have thinner plots and their narrow sides facing the road. Garages are more prominently located on properties dating to the 1970‰Û¡ÌÝå»s. There are also observable differences in the townscape towards the southwest compared to the northeast. Plots size and building scale are largest towards the north and east of the area, and broadly decrease in size towards the southwest. Housing density in the north and east is comparatively lower than in the southwest of the area, and the density of woodland becomes increasingly dispersed towards the southwest.Roads are surfaced with tarmac and are of two-car width. Roads connecting different development units are few, and are usually wider with denser vegetation and woodland along their verges. However, there is relatively good pedestrian access between development units and into rural/parkland areas to the north and east, although the direction and function of many pathways is unclear. Open space is limited, and mainly consists of undefined gardens to the front of properties. However, there are several large green/natural areas, including ponds and woodland.‰Û¡ÌÝå",Summary,,,,Lincoln Townscape Assessment,LTA 32,Character Area,,,,,,,,LTA Character Areas.shp,Reference_,83,
