ResourceID,External Cross Reference Number,External Cross Reference Source,External Cross Reference Notes,Primary Reference Number Type,Activity Name,Name Type,Activity_Name_2,Name_Type_2,Activity Type,Description,Description Type,Start Date,End Date,xcoord,ycoord,External_Xref_Source_2,External_Xref_2,Compiler,Date of Compilation,Date of Last Update,wkt_point,wkt_poly
70ebd650-9e81-46d7-9e71-677d7545b81d,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.542807 53.233259,-0.542836 53.233263,-0.542839 53.233254,-0.54281 53.23325,-0.542807 53.233259)))"
70f02272-54b5-46af-9995-fd7f520f71cf,9776,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at 41-55 Hall Drive""",Primary,"""Land off Hall Drive""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during groundworks for the construction of a residential development. There were eight plots (Plots 1-8) but only five were monitored. Plot 5; not monitored""",Summary,2001-03-01,2001-04-30,496549,369126,Lincoln City and County Museum,2001.185,John Herridge,2006-09-01,,POINT (-0.55575795328515 53.2104387263559),
70f3c4a7-a29d-4257-a9d7-db97af89a23d,9993,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Carline Road""",Primary,"""18a and 20 Carline Road""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during the excavation of six level areas for platforms (each 5m by 4m) for geotechnical test rigs in advance of a residential development. Area 3. Not archaeologically recorded""",Summary,2007-04-03,2007-04-03,497151,371844,Lincoln City and County Museum,2007.61,John Herridge,2007-05-21,,POINT (-0.545919901902719 53.2347529439666),
70f3c4a7-a29d-4257-a9d7-db97af89a23d,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.545927 53.234772,-0.545969 53.234746,-0.545917 53.234714,-0.545874 53.23474,-0.545927 53.234772)))"
70f72b91-a457-4a38-b6b1-570a4bf10c4a,4406,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Friars Lane""",Primary,"""Friars Lane""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during excavation of foundation and drainage trenches..""",Summary,1996-05-01,1996-08-30,497896,371367,Lincoln City and County Museum,29.96,John Herridge,1998-12-23,1999-01-08,POINT (-0.534908463891047 53.2303300546221),
713bc0de-5188-4992-b38f-3553d728a67f,4364,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Vere Street""",Primary,"""1 Vere Street""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during groundworks for foundation and service trenches for an extension to a dwelling. No archaeological deposits were revealed at the limit of excavation at 1.9m depth.""",Summary,1996-05-21,1996-05-28,497592,372532,Lincoln City and County Museum,,John Herridge,1998-12-22,2013-09-18,POINT (-0.539104599903341 53.2408544783355),
71673b20-e688-4684-aed8-70e4f7f0a7aa,10825,Lincoln Heritage Database,,Investigative Activity,"""Trial Trench at Chapel Lane""",Primary,"""Wickham Gardens""",Site Name,TRIAL TRENCH,"""Archaeological Evaluation for the Lincoln City and County Museum in advance of possible future development. The Evaluation consisted of seven trenches, Trenches 1-7. Trench 4, 17.4m x 1.45m.""",Summary,2008-07-01,2008-07-31,497465,372093,Lincoln City and County Museum,2008.54,John Herridge,2009-03-12,,POINT (-0.541141078736642 53.2369329720842),
71673b20-e688-4684-aed8-70e4f7f0a7aa,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.541124 53.237007,-0.541157 53.236852,-0.541135 53.236851,-0.541102 53.237006,-0.541124 53.237007)))"
718583f9-c420-4fef-a39f-9f8f78911783,10974,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Boultham Park, Boultham Park Road""",Primary,"""Former Council Depot""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) of six geotechnical test pits in advance of the conversion of a barn, and the erection of flats, bungalows, shop and glasshouse. Test pit 3. 0.7m x c2.75m x 2m deep. Topsoil 0.30m thick overlay sandy soil 0.40m thick, which overlay gravelly sand with clay patches. No archaeological deposits were observed""",Summary,2010-04-24,2010-04-24,496231,369047,Lincoln City and County Museum,2010.6,John Herridge,2010-09-01,,POINT (-0.560541746658469 53.2097864223898),
718583f9-c420-4fef-a39f-9f8f78911783,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.560521 53.209799,-0.560532 53.209799,-0.560533 53.209775,-0.560522 53.209775,-0.560521 53.209799)))"
71b6fe04-d4e2-45d8-a8fa-6887eae072d8,1373,Lincoln Heritage Database,,Investigative Activity,"""Field Visit at Hartsholme Farm""",Primary,"""Hartsholme Farm""",Site Name,FIELD VISIT,"""Surface indications of a probable kiln site""",Summary,1963-01-01,1963-12-31,495440,369870,Lincoln City and County Museum,,Michael Dore,1995-01-20,2013-09-18,POINT (-0.572135875455653 53.2173243632352),
71d67fa3-a4ee-4bbd-957d-22a710a1f4e5,7074,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at North Witham Bank/Wigford Way""",Primary,"""Car park, North Witham Bank""",Site Name,WATCHING BRIEF,"""The removal of pedestrian steps and replacement with ramp was observed. The car park surface (Marks and Spencer) and base were removed to a depth of c.50cm. Modern hardcore and sand were associated with the construction of Wigford Way and the car park surface. No archaeological levels were reached.""",Summary,2002-04-11,2002-04-11,497387,371179,Lincoln City and County Museum,,John Herridge,2002-04-11,,POINT (-0.542588294723599 53.2287341508151),
71eb6e14-e11d-4b28-bd05-0d3966852127,1020,Lincoln Heritage Database,,Investigative Activity,"""Excavation at Minster Yard""",Primary,"""Vicars Court""",Site Name,EXCAVATION,"""Excavation site""",Summary,1993-11-08,1994-12-31,497845,371672,Lincoln City and County Museum,48.93,Michael Dore,1995-01-09,1996-02-08,POINT (-0.535578686591906 53.233080131394),
71eb8a7a-93fd-420c-b6de-cacea9d5f8da,7068,Lincoln Heritage Database,,Investigative Activity,"""Excavation at Newport""",Primary,"""Bishop Grosseteste College Newport""",Site Name,EXCAVATION,"""Excavation across Newport ditch and bank. Area 1. Trench C-D""",Summary,1937-07-08,1937-08-28,497744,372915,Lincoln City and County Museum,59.77,John Herridge,2002-02-14,2004-01-14,POINT (-0.536710399027744 53.2442681402431),
71ec387a-f2c9-4222-8300-0aaf54fa01c7,7725,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at 10 Eastgate""",Primary,"""10 Eastgate""",Site Name,WATCHING BRIEF,"""Observation of a square trench, c.60cm deep, in pavement for a telephone cable. Under the pavement was disturbed mixed material with brick, pieces of limestone and sandy mortar. No archaeological deposits encountered.""",Summary,2003-05-16,2003-05-16,497770,371911,Lincoln City and County Museum,,John Herridge,2003-05-16,,POINT (-0.536628672189673 53.2352415494761),
71f14cbf-93de-4408-88fc-ae43d93bde28,5471,Lincoln Heritage Database,,Investigative Activity,"""Trial Trench at Park Street""",Primary,"""Wm. Wrights""",Site Name,TRIAL TRENCH,"""Archaeological Evaluation and Impact Assessment for the proposed redevelopment of the site for student accommodation. Trench three of seven. Trench 3. Modern surfaces overlay a thick layer of medieval/post-medieval ""garden soil"".""",Summary,2000-08-07,2000-08-11,497330,371372,Lincoln City and County Museum,2000.14,John Herridge,2000-09-15,2009-01-21,POINT (-0.543383001296837 53.2304788648273),
71f14cbf-93de-4408-88fc-ae43d93bde28,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.543399 53.230498,-0.543405 53.23048,-0.543359 53.230474,-0.543352 53.230492,-0.543399 53.230498)))"
71fedb4c-bf29-4581-aefc-64194fcb7533,7917,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Motherby Hill""",Primary,"""Westgate Water Mains Replacement""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) of trenches excavated during relining and reconfiguration of water mains. Trench twenty-nine of 48. Trench 25, Motherby Hill.""",Summary,2002-04-26,2002-10-10,497370,371693,Lincoln City and County Museum,2002.235,John Herridge,2004-01-05,2010-03-11,POINT (-0.542686035850187 53.2333560180425),
7235e2bd-7335-4830-a86f-bbfa14d71af3,11195,Lincoln Heritage Database,,Investigative Activity,"""Trial Trench at Wigford""",Primary,"""Land off Brayford Wharf East""",Site Name,TRIAL TRENCH,"""Archaeological evaluation consisting of two trial trenches, Trench 1 and Trench 2 in advance of the construction of student residential accommodation. Trench 2, 5m x 5m, with two deeper sondages of 3m x 3m and 1m x 1m, totalling 3m deep. Features associated with the demolished Pack Horse maltings building occupied the uppermost 1m. A stone wall foundation was visible in section, over a grey sandy silt layer, which sealed a ditch, a possible clay floor layer and silts, below which was a possible timber floor level, over silt and sandy silt dated to the Roman period.""",Summary,2012-10-15,2012-10-19,497360,370948,Lincoln City and County Museum,2012.12,John Herridge,2012-12-05,,POINT (-0.543063076065021 53.2266633484724),
7235e2bd-7335-4830-a86f-bbfa14d71af3,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.543013 53.226681,-0.543082 53.226698,-0.543111 53.226656,-0.543041 53.226639,-0.543013 53.226681)))"
724aa88c-4f7d-4426-a082-552e99c2995d,1323,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Union Road""",Primary,"""The Lawn Kitchen Garden (watching brief)""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during groundworks for the John Dawber Memorial Garden. Area 3 of four. Trench 3. No archaeological features were recorded""",Summary,1992-09-03,1992-09-30,497259,372027,Lincoln City and County Museum,2005.202,Michael Dore,1994-11-17,2013-09-16,POINT (-0.54424660477712 53.2363776223777),
724aa88c-4f7d-4426-a082-552e99c2995d,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.544296 53.236525,-0.544315 53.236526,-0.544201 53.236271,-0.544184 53.236274,-0.544296 53.236525)))"
724aa88c-4f7d-4426-a082-552e99c2995d,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.54492 53.236342,-0.544914 53.23635,-0.544952 53.236359,-0.544929 53.23639,-0.544877 53.236378,-0.544904 53.236338,-0.544641 53.236279,-0.544607 53.236325,-0.544526 53.236308,-0.54452 53.236317,-0.544614 53.236337,-0.544649 53.23629,-0.544884 53.236341,-0.544856 53.236381,-0.544935 53.236399,-0.54497 53.236355,-0.54492 53.236342)))"
725139c9-e282-4b61-a651-771294af83a2,6020,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Newport""",Primary,"""Newport Gas Mains Renewal""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during programme of gas mains renewal in Newport between Vere Street and Yarborough Road roundabout. Area 5 of 5. Area E; to the east of the Veterinary Hospital.""",Summary,2000-01-06,2000-08-22,497654,372730,Lincoln City and County Museum,2000.24,John Herridge,2000-12-19,,POINT (-0.538115271875096 53.2426222958934),
725c2375-79a3-4b6f-a7f4-b5b35dcdbbb7,11158,Lincoln Heritage Database,,Investigative Activity,"""Casual Observation at The Arboretum, Monks Road""",Primary,"""The Arboretum""",Site Name,CASUAL OBSERVATION,"""Report of find of skeletons. Exact location unknown""",Summary,,,498480,371477,,,John Herridge,2012-07-26,,POINT (-0.526128954666559 53.2312106809076),
72625405-68e5-463c-ab54-ad68aadfcbb0,3261,Lincoln Heritage Database,,Investigative Activity,"""Borehole Survey at """,Primary,"""Church Farm""",Site Name,BOREHOLE SURVEY,"""MAU borehole""",Summary,1990-01-01,1997-12-31,490360,370310,,,John Herridge,1998-01-26,2006-12-21,POINT (-0.648066283229002 53.2221652354158),
726a6630-2fe3-496f-b508-189e808ec722,10411,Lincoln Heritage Database,,Investigative Activity,"""Building Survey at 42-43 Bailgate""",Primary,"""42-43 Bailgate""",Site Name,BUILDING SURVEY,"""The history of the plot was examined, and buildings surveyed, as part of The Survey of Ancient Houses in Lincoln.  Survey no. S135""",Summary,1970-01-01,1996-04-30,497649,372072,LAO,,John Herridge,2008-04-23,2008-05-01,POINT (-0.538391617449809 53.2367105096655),
72732c02-d5ac-4c8a-8799-48afd77ea682,668,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Nettleham Road""",Primary,"""Cathedral Nursing Home 23 Nettleham Road""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief). Area 1 of two. Extension work to the building created trenches to a depth of 1.2m. Layers of sandy soil sealed a concentration of limestone brash at the limit of excavation. No archaeological features or finds""",Summary,1994-03-23,1994-03-29,498059,372371,Lincoln City and County Museum,,Michael Dore,1994-12-15,2013-09-18,POINT (-0.532158909375604 53.2393218268719),
72732c02-d5ac-4c8a-8799-48afd77ea682,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.532231 53.239486,-0.532377 53.239487,-0.532378 53.239371,-0.53238 53.239282,-0.532418 53.239282,-0.532418 53.23926,-0.532181 53.239125,-0.532124 53.239125,-0.532123 53.239165,-0.531901 53.239163,-0.5319 53.239207,-0.531929 53.239207,-0.531928 53.239214,-0.532135 53.239216,-0.532263 53.239283,-0.532261 53.239409,-0.532232 53.239409,-0.532231 53.239486)))"
72a73d73-0f6f-4e75-a0d3-6feef6a98553,10509,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Ruston Way""",Primary,"""Ruston Way Office Park""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during the excavation of six geotechnical trial pits, TP 1-6 and three boreholes CPBH1-3 (G), in advance of construction of part of Brayford Enterprise Park. No structures or archaeological features were recorded but much information was obtained about the prehistoric topography. Natural sand was at 1.90m-3.30m AOD.""",Summary,2008-04-07,2008-04-07,496595,371453,Lincoln City and County Museum,2008.67,John Herridge,2008-07-15,,POINT (-0.554365474051765 53.231340725769),
72ba65e7-f98d-4963-848b-7b6fad19d0cb,9381,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Nettleham Road""",Primary,"""The Lincoln Nuffield Hospital""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during the excavation of foundation and service trenches, and topsoil stripping. Sondage three of six. Sondage 3. Only an early modern levelling clay deposit and modern hardcore layer were recorded.""",Summary,2005-01-13,2005-03-31,497972,372208,Lincoln City and County Museum,2005.138,John Herridge,2005-10-06,2010-10-20,POINT (-0.533512099701333 53.237873171015),
72ba65e7-f98d-4963-848b-7b6fad19d0cb,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.533506 53.237865,-0.533496 53.237871,-0.533526 53.237891,-0.533536 53.237885,-0.533506 53.237865)))"
72d62576-5888-403a-ac19-7aad8ced0bd2,98,Lincoln Heritage Database,,Investigative Activity,"""Excavation at 181-183 High Street/Brayford Wharf East""",Primary,"""Holmes Grainwarehouse 1972""",Site Name,EXCAVATION,"""Excavation in advance of the construction of Wigford Way and 180 High Street, undertaken under rescue conditions. One trench 6.5m x 13m was extended westwards by an additional 15m. Evidence was recovered of occupation from the late Iron-Age to modern periods. The trench was divided into five areas for the site report""",Summary,1972-01-01,1972-12-31,497430,370972,Lincoln City and County Museum,85.99,Michael Dore,1994-11-14,2013-09-10,POINT (-0.542007563711439 53.226866193277),
72d62576-5888-403a-ac19-7aad8ced0bd2,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.541701 53.226825,-0.541768 53.226843,-0.541759 53.226854,-0.54187 53.226884,-0.541898 53.226846,-0.542076 53.226897,-0.542081 53.226926,-0.542068 53.22694,-0.542091 53.226943,-0.542137 53.226886,-0.541745 53.22677,-0.541701 53.226825)))"
72d637ce-a2a7-4a48-a3c8-3905db23a26e,7135,Lincoln Heritage Database,,Investigative Activity,"""Borehole Survey at University of Lincoln Campus""",Primary,"""University of Lincoln, Sports Facility""",Site Name,BOREHOLE SURVEY,"""Archaeological Evaluation in the form of Environmental Sampling from three boreholes, in advance of the construction of University Sports Facility. Borehole 3.""",Summary,2000-01-21,2000-02-03,495498,371291,Lincoln City and County Museum,2000.25,John Herridge,2002-06-06,,POINT (-0.570842512791621 53.230083102038),
732edf81-30bd-4b0a-b4ff-fe1cc9d9fc31,9568,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Monks Road""",Primary,"""Ball Court, Monks Abbey""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during groundworks for improvements to the ball court. Fence post holes. 46 holes excavated to depth of 0.86m at the exterior perimeter of the ball court. No definite structural remains were recorded, apart from a block of limestone, which could not be related to any structure""",Summary,2005-11-28,2006-01-25,498878,371324,Lincoln City and County Museum,2005.249,John Herridge,2006-02-02,,POINT (-0.520216093291627 53.2297620038226),
734b6bf7-ef23-4eb1-ba7e-d33c04452ed1,9539,Lincoln Heritage Database,,Investigative Activity,"""Trial Trench at Allenby Road Estate""",Primary,"""Allenby Road Industrial Estate Roads""",Site Name,TRIAL TRENCH,"""Archaeological Evaluation consisting of geophysical survey and 18 trial trenches. Trench 4, 20m x 2m east-west""",Summary,2004-01-01,2004-10-31,500284,371388,Lincoln City and County Museum,2004.251,John Herridge,2006-01-31,2009-01-21,POINT (-0.499141252557073 53.2300738399081),
734b6bf7-ef23-4eb1-ba7e-d33c04452ed1,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.498989 53.230087,-0.499288 53.230091,-0.499289 53.230073,-0.498989 53.230069,-0.498989 53.230087)))"
7354325c-56b9-4852-903a-6247ae6886e6,7702,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Depot Street/ 39 & 41 Carholme Road""",Primary,"""Land on Depot Street and between 39 & 41 Carholme Road""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during groundwork associated with the construction of two three-storey blocks of flats and a laundry building. Area 2 of three; the Depot Street Building""",Summary,2001-11-25,2001-12-18,496967,371429,Lincoln City and County Museum,2001.408,John Herridge,2003-05-13,2008-12-17,POINT (-0.548801776289314 53.2310573688366),
73572798-640b-4f0f-8240-6aaad455f873,4136,Lincoln Heritage Database,,Investigative Activity,"""Photographic Survey at 7 Princess Street""",Primary,"""R O Pratley (Plumbers)""",Site Name,PHOTOGRAPHIC SURVEY,"""The building was recorded and photographed as part of 1998 Industrial Archaeology Survey project""",Summary,1998-06-10,1998-06-10,497210,370336,Lincoln City and County Museum,,John Herridge,1998-07-29,,POINT (-0.54549553983272 53.2211913959166),
736b0468-0cc4-4718-8aab-9cee0d599948,619,Lincoln Heritage Database,,Investigative Activity,"""Casual Observation at High Street""",Primary,"""High Street (Shakespeare Street - Cornhill)""",Site Name,CASUAL OBSERVATION,"""Observation 1 of five. In 1877-8 Drury observed the Roman road at various points. Here it was two and a half feet (0.76m) below the road, 8 inches (203mm) thick on top of 15 inches (381mm) of rough-made soil.""",Summary,,,497217,369935,Lincoln Central Library,,Michael Dore,1994-12-14,2001-04-30,POINT (-0.545512809502015 53.2175867578327),
73b57354-0801-46e4-a8ea-a54c699ae939,594,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Close""",Primary,"""Close Wall""",Site Name,WATCHING BRIEF,"""Trial pit 1 of four. 0.58m deep this trench revealed a course of limestone blocks 0.18m deep 1mm under wall sitting on medium/large pieces of limestone 0.40m deep""",Summary,1992-10-05,1992-10-06,498015,371855,Lincoln City and County Museum,,Michael Dore,1994-12-13,2013-09-18,POINT (-0.532976502790086 53.2346932385731),
73b57354-0801-46e4-a8ea-a54c699ae939,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.532987 53.234699,-0.53299 53.234694,-0.532974 53.234691,-0.532971 53.234696,-0.532987 53.234699)))"
73b79364-b295-4f8f-a390-1054fc68c4d7,10314,Lincoln Heritage Database,,Investigative Activity,"""Building Survey at Minster Yard""",Primary,"""4, 5 & 5a Minster Yard""",Site Name,BUILDING SURVEY,"""Survey of the building as part of the Lincoln Cathedral and Close Conservation Plan""",Summary,2000-01-01,2001-12-31,497916,371847,,,John Herridge,2008-04-17,,POINT (-0.534461665774205 53.2346395901212),
73c64645-601f-40c5-af55-5b906cffc7b3,940,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Cathedral Street""",Primary,"""North Lincs Technical College Cathedral Street""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during groundworks for the construction of student accommodation blocks. Four areas were investigated, Areas 1-4.""",Summary,1994-01-14,1994-03-16,497886,371514,Lincoln City and County Museum,4.94,Michael Dore,1995-01-06,2009-02-06,POINT (-0.535013126984687 53.2316528185988),
73ca29d5-535e-47fb-8db7-e3d01a853d4e,632,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Castle Hill""",Primary,"""Castle Hill Club, Castle Square""",Site Name,WATCHING BRIEF,"""A 1m square hole appeared in the rear yard caused by subsidence. Nothing was visible but modern brick and tile fill""",Summary,1993-06-21,1993-06-21,497593,371787,Lincoln City and County Museum,,Michael Dore,1994-12-14,2013-09-18,POINT (-0.539317543078421 53.2341598139529),
7406a5fd-d19d-4965-bc7e-5ab43abdf619,133,Lincoln Heritage Database,,Investigative Activity,"""Excavation at Silver Street/Free School Lane/Broadgate""",Primary,"""Silver Street 1973""",Site Name,EXCAVATION,"""DOE excavation site""",Summary,1973-01-01,1973-12-31,497760,371340,Lincoln City and County Museum,2006.215,Michael Dore,1994-11-17,2013-09-11,POINT (-0.536953380939471 53.230112451524),
7407003b-8d63-4848-825a-b1b16ae921dc,826,Lincoln Heritage Database,,Investigative Activity,"""Geotechnical Test Pit at Holmes/Ropewalk/Carholme Road/Brayford Way""",Primary,"""Ropewalk/Carholme Road Link""",Site Name,GEOTECHNICAL TEST PIT,"""Area 30 of thirty nine. Trial pit TP4""",Summary,1992-01-20,1993-12-31,496902,371303,Lincoln City and County Museum,41.98,Michael Dore,1996-02-05,2013-09-16,POINT (-0.549813454219842 53.2299369883019),
7409fb04-290e-4d8d-bd1a-a26724784db4,4553,Lincoln Heritage Database,,Investigative Activity,"""Geophysical Survey at Greetwell""",Primary,"""Bunkers Hill""",Site Name,GEOPHYSICAL SURVEY,"""Geophysical evaluation programme comprising topsoil magnetic susceptibility mapping and gradiometer survey over a site of 23ha. in advance of a proposed residential development.""",Summary,1997-08-01,1997-08-31,500300,372800,Lincoln City and County Museum,156.96,John Herridge,1999-03-24,2008-12-10,POINT (-0.498457705793033 53.2427586558278),
74435e6a-389a-4a7c-96d2-7b1a83628d17,1248,Lincoln Heritage Database,,Investigative Activity,"""Excavation at Cuthberts Yard/Burton Road""",Primary,"""Cuthberts Yard""",Site Name,EXCAVATION,"""Area 1 of five. Area A""",Summary,1989-08-30,1990-08-01,497410,372124,Lincoln City and County Museum,2006.71,Michael Dore,1995-01-17,2013-09-13,POINT (-0.541955385120463 53.2372216133687),
744620d8-9058-4d63-8ab0-3c6b031ebd01,7899,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Exchequergate""",Primary,"""Westgate Water Mains Replacement""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) of trenches excavated during relining and reconfiguration of water mains. Trench eleven of 48. Trench 11, Exchequergate. No archaeological deposits were observed.""",Summary,2002-04-26,2002-10-10,497673,371810,Lincoln City and County Museum,2002.235,John Herridge,2004-01-05,2010-03-11,POINT (-0.538112367107885 53.2343518014187),
7447ffc7-59f1-4426-a9b3-4e543dedd9f5,377,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Park Street""",Primary,"""10 Park Street""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief). Excavations for a new floor and wall foundations revealed no archaeological features. Pot, tile and bone was recovered from the site""",Summary,1990-11-30,1990-12-02,497506,371367,Lincoln City and County Museum,,Michael Dore,1994-12-01,2013-09-18,POINT (-0.540748854563143 53.230401697727),
7447ffc7-59f1-4426-a9b3-4e543dedd9f5,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.540712 53.230412,-0.540769 53.230423,-0.540787 53.230389,-0.54073 53.230378,-0.540712 53.230412)))"
7449db9e-e94f-484f-95c1-eff85fb37a6f,833,Lincoln Heritage Database,,Investigative Activity,"""Geotechnical Test Pit at Holmes/Ropewalk/Carholme Road/Brayford Way""",Primary,"""Ropewalk/Carholme Road Link""",Site Name,GEOTECHNICAL TEST PIT,"""Area 37 of thirty nine. Trial pit TPA""",Summary,1992-01-20,1993-12-31,496892,371306,Lincoln City and County Museum,41.98,Michael Dore,1996-02-05,2013-09-16,POINT (-0.549962296337616 53.2299657679479),
7450f7da-cdf7-448c-9173-0f5bcf7a4d29,9694,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Newport""",Primary,"""Bishop Grosseteste College""",Site Name,WATCHING BRIEF,"""Voluntary observation.""",Summary,2006-03-23,2006-03-23,497722,372753,,,John Herridge,2006-04-05,,POINT (-0.537089608662688 53.2428164752729),
74551915-f364-4a32-94e5-eb5df399cd4d,8953,Lincoln Heritage Database,,Investigative Activity,"""Building Survey at Cross OCliff Hill""",Primary,"""Cross OCliff Brickworks""",Site Name,BUILDING SURVEY,"""Survey of the remains of Cross OCliff Brickworks""",Summary,1992-01-01,1992-01-31,497452,368534,,,John Herridge,2005-06-27,,POINT (-0.542421966219219 53.2049544793352),
746479af-d369-40cb-950b-73d6e0ea6608,311,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Silver Street""",Primary,"""Silver Street""",Site Name,WATCHING BRIEF,"""Observations carried out during the development of the Co-op building revealed walls of Roman buildings. Also recovered were Romano-British pottery and the side pieces from two Roman combs""",Summary,1956-01-01,1956-12-31,497676,371359,Lincoln City and County Museum,,Michael Dore,1994-11-29,2013-09-18,POINT (-0.538205488699122 53.2302986167573),
746c1dae-dd0c-4f37-a2d0-d8b35bf908d6,760,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Cathedral Street""",Primary,"""Cathedral Street""",Site Name,WATCHING BRIEF,"""A series of 15 small pits, 1m x 1m x 1m deep, was dug to dispose of modern rubbish (bottles, soft drink cans etc). The excavated material was dark brown mottled silty sand with limestone and slate fragments""",Summary,1989-01-13,1989-01-13,497958,371554,Lincoln City and County Museum,,Michael Dore,1994-12-23,2013-09-18,POINT (-0.53392259138116 53.2319989963275),
747048f4-3eae-4a59-93eb-bc94a251abbe,677,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Saltergate""",Primary,"""Saltergate""",Site Name,WATCHING BRIEF,"""A trench aligned north-south consisted almost entirely of sterile dark brown silt/loam and little structural evidence except a large arched stone probably from the upper part of an arched window.""",Summary,1980-10-13,1980-10-13,497615,371223,Lincoln City and County Museum,,Michael Dore,1994-12-16,2013-09-18,POINT (-0.53916058201378 53.2290877347804),
747048f4-3eae-4a59-93eb-bc94a251abbe,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.539156 53.22907,-0.53915 53.229097,-0.539151 53.229097,-0.539157 53.22907,-0.539156 53.22907)))"
747c0fa5-7355-494d-b049-a1d6c5363b64,416,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at The Lawn /Union Road""",Primary,"""Lawn Tropical House (trench I)""",Site Name,WATCHING BRIEF,"""Trench 1 of eleven. Dark brown loam with limestone fragments. The bottom was about 4 feet (1.22m) below the concrete surface. Cut into natural""",Summary,1990-11-02,1990-11-03,497255,371949,Lincoln City and County Museum,,Michael Dore,1994-12-02,2013-09-18,POINT (-0.544330292951006 53.2356774535634),
74acdb06-8b52-4ce7-ae86-a47f46c42764,10367,Lincoln Heritage Database,,Investigative Activity,"""Building Survey at 30 Steep Hill""",Primary,"""30 Steep Hill""",Site Name,BUILDING SURVEY,"""The history of the plot was examined, and buildings surveyed, as part of The Survey of Ancient Houses in Lincoln.  Survey no. S94""",Summary,1970-01-01,1996-04-30,497623,371776,LAO,,John Herridge,2008-04-23,,POINT (-0.538871607961787 53.2340554627156),
